Sentence,Label
" Only half dozen President &apos;s closest advisers -- including Daley , former Obama campaign chief Jim Messina , former White House senior advisers David Axelrod David Plouffe -- knew change consideration ",0
" &quot; Double Down &quot; claims Daley spearheaded effort replace Biden , despite &quot; close personal rapport , &quot; ultimately deciding move data showed adding Clinton ticket &apos;t &quot; materially improve Obama &apos;s odds ",0
" &quot; In interview Martin , Daley confirmed administration fact consider replacing Biden Clinton ",0
" &quot; I vocal looking whole bunch things , one , &quot; Daley told paper ",0
" You remember , point President awful shape , like , &quot; Holy Christ , ? &quot; While Daley characterized research &quot; due diligence , &quot; Martin told CNN &apos;s Anderson Cooper re-election campaign made significant investment finding whether move would pay dividends polls ",0
" &quot; Campaigns &apos;t spend kind money polling focus groups unless &apos;re seriously considering something , &quot; Martin said AC360 ",0
" It &apos;s unclear , however , whether Obama knew team exploring swap ",0
 Martin told CNN asked Daley whether then-boss knew potential shuffle ,0
" While Daley said &apos;t think President &quot; aware &quot; potential change , former chief staff admitted &apos;s &quot; possible &quot; Obama knew ",0
 Martin added &quot; Double Down &quot; definitively answer whether political probing reached Obama &apos;s desk ,0
 Cooper asked Martin whether seriously thought Obama know research dumping Biden ticket ,0
" &quot; Possibly , &quot; Martin replied ",0
" A day thanks MGV (Male Choral Society) Dinker This year &quot; Friedrich Wilhelm Dinker &quot; MGV issued invitation 165th anniversary celebration , 52 guests , active singers wives happy accept ",0
" In clubhouse &quot; Witteborg &quot; Inn Dinker , present enjoyed friendly get-together name music ",0
" Traditionally , anniversary celebration also always fitting occasion bestow honours ",0
" This time around , secretary Rolf Wagener delighted receive special &quot; Singer Year &quot; award ",0
" &quot; Not kept countless records us , also done much running around us , offer sincere thanks , &quot; said Choir Chairman Erich Schlotmann ",0
" The awards participation performances choir rehearsals means presentation &quot; activity posies &quot; , year went Choir Director Dieter Schulze , 44 attendance marks , followed Honorary Chairman Horst Pier-Ribbert , Chairman , last year &apos;s &quot; Singer Year &quot; Friedrich Winkler , attended 42 times ",0
" Fifth place went Artur Brückner , responsible organising music copies ",0
" The Board Directors gave special thanks team managed innkeeper , Ange Pier-Ribbert , delighted present top class menu , Gerda Pier-Ribbert table decorations ",0
 The &quot; Friedrich-Wilhelm &quot; MGV meets regular choir rehearsals clubhouse every Tuesday 19: 45 ,0
" &quot; New voices love sing welcome time , &quot; said Schlotmann ",0
" NSA revelations boost corporate paranoia state surveillance On mild day late August German police helicopter buzzed low US consulate Frankfurt , financial capital Germany ",0
" On instruction Office Protection Constitution (BfV), Germany &apos;s domestic intelligence agency , mission photograph rooftop US outpost , located less 5km European Central Bank Bundesbank ",0
 German media say BfV hoped identify presence listening antennas action prompted exchange US German foreign ministry Berlin ,0
" James Clapper , US Director National Intelligence , insisted September US use foreign intelligence capabilities &quot; steal trade secrets foreign companies behalf US companies enhance international competitiveness increase bottom line ",0
" &quot; But ever since Edward Snowden , contractor turned whistleblower , began releasing treasure trove US surveillance secrets , European governments business leaders longer sure whether take director word ",0
 Reports US National Security Agency spied Brazilian oil company Petrobras gained access data held US cloud providers including Google Yahoo ratcheted corporate paranoia state surveillance new highs ,0
" The final straw came revealed Chancellor Angela Merkel &apos;s phone bugged , possibly decade ",0
" If Europe &apos;s powerful person targeted , surely business leaders also potential targets ",0
 Snowden made transparent intensive collaboration US intelligence services companies ,0
 I think &apos;s conceivable data used mutual benefit ,0
" &quot; Germany must wake , &quot; says Oliver Grün , president BITMi , represents small medium sized German IT companies ",0
" German companies believe US poses almost big risk China comes industrial espionage data theft , according survey published July EY , consultancy ",0
" In documentation leaked Mr Snowden , , however , evidence date US passed foreign companies &apos; trade secrets companies ",0
 Politicians expressed concern EU lacks certain IT internet capabilities strive reduce dependence US ,0
 Business leaders sceptical ,0
 Someone German parliament says build German Google ,0
 I shut eyes slowly open ,0
,0
,0
" &quot; That &apos;s way , &quot; Hasso Plattner , chairman German business software company SAP , says ",0
" If one wanted strong European IT industry , one &apos;t let die 20 years ago ",0
" Everything subsidised Germany , coal , cars farmers ",0
 Everything IT industry ,0
" Still , reach technical sophistication US spy agencies exposed Snowden revelations come shock companies previously thought biggest surveillance risk posed China ",0
 A big shift occurring cloud computing European executives become aware data stored US subject jurisdiction therefore potentially vulnerable ,0
" According survey carried Cloud Security Alliance , trade body , 10 per cent non-US members cancelled plans use US-based cloud provider revelations US Prism data mining programme ",0
" Jim Snabe , co-chief executive SAP , says: &quot; We see new question customers &apos;t come year ago - data stored guarantee stays physically jurisdiction ",0
 &quot; Many German executives argue latest reports simply confirmation already knew: powerful states want steal prized secrets data must therefore guarded costs ,0
 That economic spying takes place surprise ,0
 It always taken place ,0
" &quot; This topic many years &apos;t fundamentally changed current discussion , &quot; says Kurt Bock , chief executive chemical maker BASF ",0
" The Americans spy us commercial industrial level spy , national interest defend businesses ",0
" Corporate leaders generally keen boast countermeasures taken , case hands advantage attacker ",0
" For large companies , message long since drummed home picking free USB stick trade fair , leaving laptop unguarded hotel room unwise , say least ",0
" Ulrich Hackenberg , board member carmaker Audi , says standard practice years mobile phones collected board meetings cannot used remote listening devices ",0
 Germany &apos;s BfV advises executives consider using simple prepaid mobiles foreign trips risk smart phones compromised ,0
 The prepaid mobiles thrown away afterwards ,0
" However , concern small medium-sized companies remain vulnerable hacking surveillance ",0
" In Germany , many companies global market leaders particular niche ",0
" &quot; Small medium sized companies often lack experience , personnel financial resources protect corporate secrets effectively unauthorised access , &quot; BfV warns report ",0
 The US warns companies economic espionage countries ,0
" The US National Intelligence Estimate February named France alongside Russia Israel second tier offenders engage hacking economic intelligence , behind China , according The Washington Post ",0
" A board member German blue-chip company concurred comes economic espionage , &quot; French worst ",0
" &quot; Bernard Squarcini , former head French internal intelligence agency DCRI , quoted interview month saying: &quot; The services know perfectly well countries , even co-operate antiterrorist fight , spy allies ",0
" &quot; Gechingen: Absolute protection possible &quot; We want involve residents planning early stage possible , &quot; said Mayor Jens Häußler , opening citizen &apos;s information event regarding flood protection concept Gechingen ",0
" Around 80 participants came Gemeindehalle (community hall) planned measures explained , express concerns submit ideas ",0
 Häußler made clear: &quot; The final decisions made members Town Council &quot; ,0
" Häußler commented flood found Gechingen unprepared 15 May 2009 , decisive event raising question protective measures future ",0
" A river basin study commissioned collaboration neighbouring community Aidlingen , forms basis flood protection concept Gechingen ",0
" &quot; The goal protection many developed plots land possible , &quot; said Häußler ",0
" The basis plans need protection expected floods , statistically occurs every 100 years , according German Weather Service ",0
 Climate change taken account form allowance 15 per cent ,0
 In expert circles referred &quot; HQ 100aKlima &quot; ,0
" The masses water caused considerable damage Gechingen 2009 equivalent 1,000-year flood ",0
" &quot; There thing absolute protection , attempt make relative improvement , &quot; said Häußler ",0
" In order achieve HQ 100aKlima protection , around four million € must invested Gechingen , whereby town count State subsidy around 70 per cent ",0
" However , Häußler indicated funding would provided overall concept developed ",0
" In order develop concept , town reliant cooperation citizens ",0
 A complex planning approval procedure must completed ,0
" In best case scenario , implementation could begin 2016 ",0
" Among measures , protection concept , (we reported) already presented Town Council past week , plans local measures tributary River Irm , running Stammheim Valley ",0
" In conjunction presentation flood protection concept , participants made use opportunity submit concerns ",0
" Among others , question raised embankments detention reservoirs longer planned protect location ",0
" Gregor Kühn , technical planner commissioned engineering company , Hügelsheim-based &apos; Wald und Corbe &apos; , presented concept , emphasised required interplay proposed measures , order sum might achieve desired goal ",0
" Furthermore , economic solution must found , said Joachim Wald Wald und Corbe ",0
" There resentment among local residents old town , repeatedly suffer result overflowing canal network , even normal thunderstorms ",0
 The problem known administrative department initial measures already taken ,0
" However , Häußler indicated guidelines canal systems different flood protection , must confused ",0
 The town obliged design canal network way withstand rainfall events every two three years ,0
 To make sewerage channels wider would gobble millions ,0
 $ 325m rescue package Tassie health The Federal Government insists $ 325 million rescue package Tasmania &apos;s ailing health system tough conditions attached ensure State Government &apos;t waste funds ,0
" Federal Health Minister Tanya Plibersek announced Commonwealth taking &quot; urgent action &quot; head crisis caused island state &apos;s aging population , higher rates chronic disease system constraints ",0
" The funding , four years , decided government consultations Tasmanian independent MP Andrew Wilkie ",0
" &quot; The Government come emergency rescue package believe address unique challenges faced state , &quot; Ms Plibersek said today ",0
 The $ 325 million package includes $ 31 million elective surgery blitz ,0
 An additional 2600 operations including orthopedic cataract surgery help clear backlog ,0
" There &apos;s also money walk-in clinics Hobart Launceston , better after-hospital care , medical specialist training , mental health services rollout personal electronic health record systems local hospitals ",0
" &quot; These investments respond ideas front-line clinicians told best ways tend Tasmania &apos;s health system , &quot; Ms Plibersek said ",0
 The minister insisted Tasmanian Government would face strict reporting accountability regime ,0
 The state would maintain current funding levels order receive Commonwealth cash report monthly spending extra funds ,0
 A three-person commission set ensure state delivering services effectively efficiently possible ,0
 Mr Wilkie today said $ 325 million would count little &quot; unless &apos;s followed genuine reform put Tasmania &apos;s public health system sustainable footing ,0
 &quot; He nevertheless praised Government responding request urgent assistance first raised Prime Minister beginning May ,0
" &quot; I &apos;m hopeful federal assistance package go long way towards taking state &apos;s public health system critical list , &quot; Mr Wilkie said ",0
 According State Government additional elective procedures largely reverse recent cuts ,0
 But federal Opposition health spokesman Peter Dutton believes today &apos;s announcement &quot; band-aid solution ,0
" &quot; &quot; The reason Labor State Government ripped $ 430 million health system , &quot; told ABC TV ",0
 You &apos;t state government ripping almost half-a-billion dollars Commonwealth put $ 300 million pretend &apos;s good news day ,0
 Mr Dutton called Ms Plibersek guarantee one dollar rescue package would spent additional bureaucracy ,0
" Mozambique security concerns mount powerful personalities clash With statue Samora Machel , Mozambique &apos;s founding president , staring , thousands people gathered central Maputo chant peace slogans rare public demonstration ",0
" &quot; We want peace back; want stability , &quot; said Vanessa de Sousa , chief executive investment company ",0
" Fearful future country , swapped corporate attire T-shirt emblazoned &quot; demand security &quot; Portuguese joined crowds capital &apos;s Independence Square Thursday ",0
" For two weeks , almost daily reports clashes government forces Renamo , worst skirmishes since peace deal 20 years ago ",0
" Renamo notorious rebel movement , initially backed white-ruled Rhodesia South Africa &apos;s apartheid government part efforts destabilise country &apos;s independent government ",0
" After 1992 peace deal , became opposition party ",0
" Analysts believe country unlikely slide back full-blown conflict , recent events unnerved foreign investors locals ",0
" The stakes high fast-growing economy discovery huge offshore gas reserves coal deposits northwest could bring $ 50bn investment next next years companies including Rio Tinto , Vale Brazil , Eni Italy Anadarko US ",0
" The ruling Frelimo party , dominant political force since 1975 , Renamo blame tension ",0
" Renamo says government initiated latest clashes launching attack members Sofala province , traditionally Renamo stronghold , October 17 ",0
" Assaults former rebels escalated government forces attacked Renamo bases attempted kill Afonso Dhlakama , group &apos;s leader , Fernando Mazanga , Renamo &apos;s spokesman , told Financial Times ",0
" The government blames Renamo triggering clashes , accusing attacking soldiers ",0
 President Armando Guebuza sought play concerns instability ,0
" Mr Guebuza told AFP , French news agency , Wednesday Mr Dhlakama saw &quot; loser &quot; wanted use &quot; whatever remains forces try prove impose government decisions ",0
 &quot; Both Frelimo Renamo insist want avoid war ,0
 But concerns grown Mr Mazanga quoted saying Renamo abandoning 1992 peace accord ,0
 He told FT meant agreement longer respected Frelimo ,0
" &quot; Our vision come back negotiations , seriousness , &quot; Mr Mazanga said ",0
 Previous talks parties done little ease tensions fuelled series clashes year ,0
" &quot; It &apos;s two big men (Guebuza Dhlakama) butting heads together , &quot; said Joseph Hanlon , lecturer Open University Mozambique expert ",0
 Neither good negotiators neither prepared make kind concessions necessary ,0
" Renamo , pushing electoral reforms , already said would boycott municipal elections due November ",0
 Presidential parliamentary polls scheduled next year ,0
 Some commentators interpreted use force attempt ailing movement win concessions financial spoils government ,0
" Renamo &apos;s share vote declining since 1992 , newer party , Democratic Movement Mozambique (MDM) formed former Renamo member , expected improve showing elections ",0
 Mr Mazanga says Mr Guebuza - due step second term ends next year - wants destroy country &apos;s democracy ,0
" &quot; He want multi-party democracy , want transparent elections want peace want leave presidency , &quot; Mr Mazanga said ",0
" It unclear much capacity Renamo , carried disruptive hit-and-run attacks police stations vehicles key north-south highway ",0
" Most skirmishes taken place Sofala province , several hundred kilometres north Maputo , hosts Beira , port miners , including Rio Tinto Vale , rely export coal ",0
" In June , Rio suspended use railway week Renamo threatened attack line ",0
 Mr Mazanga coy asked whether Renamo would repeat threat ,0
" Renamo wanted &quot; warn international community things going well Mozambique , &quot; Mr Mazanga said ",0
" The instability added frustrations government , says Fernando Lima , head Mediacoop , independent media company , many people also concerned corruption , slow pace development recent spate kidnappings ",0
" &quot; People think ones responsible future country government president , one find solutions problems , &quot; says ",0
" Omar Sultuane , demonstrator , said people wanted stability ",0
" &quot; No one cares Renamo Frelimo , want peace , want free access roads , &quot; said ",0
" Schools urged focus maths , spelling grammar English literature courses require pupils study least one Shakespeare play , 19th century novel , Romantic poetry contemporary British fiction 1914 onwards ",0
 The exam also feature &quot; unseen texts &quot; encourage wider reading; A combined English literature language course scrapped ,0
" From 2015 , pupils required take standalone GCSE language , strong incentives choose English literature separate qualification ",0
 The Department Education due release new syllabuses English maths tomorrow - first subjects undergo radical overhaul ,0
 It make changes core subjects next year ,0
" In separate move , Ofqual , exams regulator , unveil shake-up structure GCSEs , new grading system less coursework ",0
" Speaking summer , Michael Gove , Education Secretary , said &quot; widespread consensus need reform examination system restore public confidence , &quot; insisting GCSEs would &quot; challenging , ambitious rigorous ",0
 &quot; Studies show English schools devote less time maths - 116 hours year three hours week term time - countries ,0
" By comparison , Australian schools provide average 143 hours year pupils around 138 hours Singapore ",0
" While formal requirement devote timetable maths , Coalition sources said extensive maths GCSE - combined weighting subject league tables - likely encourage schools provide extra teaching ",0
" The syllabus place greater focus &quot; real world problems , &quot; including financial mathematics ",0
" 2014 year celebration Geisingen The anniversary celebrations town Geisingen , mark 1,250th anniversary first documented mention town , drawing closer ",0
" When year comes end eight weeks , anniversary year upon us ",0
 Geisingen Kirchen-Hausen first documented together year 794 ,0
" A deed drafted Kirchen , towns mentioned ",0
" On 15 March , anniversary year officially launched , Geisingen currently suitable venues , launch event take place location two towns first documented 1,250 years ago , Kirchen-Hausen ",0
" As part anniversary celebrations , number events planned Geisingen Kirchen-Hausen ",0
" Kirchen-Hausen celebrate 1,250th anniversary celebratory weekend 18 20 July ",0
" On Friday ceremony , Saturday Sunday party held Kirchtalhalle ",0
 The Kirchen-Hausen Kirchenfest festival also held celebratory weekend ,0
" Town Musical Director , Rudolf Barth , composed commissioned piece town occasion anniversary , performed three dates ",0
" On 21 June , conjunction Schwarzwaldverein &#91; Black Forest Association &#93; Mid-Summer Festival , 12 July Arena , accompanied fireworks , 13 December first concert put Stadtmusik (Town Musical Society) new Festival Hall ",0
" This venue completed inaugurated anniversary year , official date set last weekend September , 27 28 September ",0
" On occasion Geisingen town anniversary , new chronicle also published ",0
" &quot; However , merely chronicle Geisingen , rather printed work Geisingen today , consists Geisingen , Kirchen-Hausen , Leipferdingen , Aulfingen Gutmadingen , &quot; said Mayor Walter Hengstler ",0
" And Geisingen today also celebrating birthday 2014 , 1974 incorporations form current region completed ",0
 The new chronicle presented 21 22 November new Festival Hall Geisingen ,0
" However , 2014 also year many anniversaries respects ",0
 The Narrenzunft Strohglonki (Strohglonki Fool &apos;s Guild celebration) begins 8 February evening traditional customs occasion 60-year anniversary / The Harmonie Gutmadingen music association turn 90 years old 29 March hold celebratory banquet 1 4 May celebrating Bezirksfest &#91; District Music Festival &#93; ,0
" The Leipferdingen Nursing Home turn 40 years old , Geisingen School new location 50 years celebrating 10 May , Polyhymnia Leipferdingen music association turn 150 years old celebrating part Brunnenfest &#91; Fountain Festival &#93; 4 7 July ",0
" The town Geisingen first officially documented year 764 , deed donation , possession St",0
 Gallen Monastery ,0
" The deed drawn Kirchen (Hausen), time location courthouse ",0
 Both communities thus mentioned deed ,0
" One reason choosing 2014 celebrate 1,250-year anniversary way , also coincides 40th anniversary Community Reform (Gemeindereform)",0
" Supreme Court upholds Obama health care law In major victory Obama administration , US Supreme Court today ruled Barack Obama &apos;s signature health care law constitutional ",0
" By 5-4 vote , justices ruled Patient Protection Affordable Care Act &apos;s individual mandate - requires citizens buy health insurance 2014 else pay penalty - constitutional taxing power government ",0
" Chief Justice John Roberts sided four liberal members court Justices Scalia , Thomas , Alito Kennedy dissented ",0
" The court also upheld remaining sections 2700 page law , held health care law &apos;s requirement states increase Medicaid eligibility else lose federal Medicaid funding unconstitutionally coercive ",0
 The suit block law brought 26 states National Federation Independent Business ,0
" The law vigorously opposed major Republican presidential candidates 2012 primary season , including presumptive nominee Mitt Romney ",0
 Thought travel agents thing past thanks internet ? Flight Centre seem bucking trend ,0
 The company upgraded full year profit forecast looking record earnings holidaymakers Australia United Kingdom ,0
" The travel company expects full year underlying profit tax $ 325 million $ 340 million , compared $ 305 million $ 315 million previously forecast ",0
 If current guidance achieved represent 12 17 per cent growth record $ 290,0
4 million profit achieved 2011 / 12 ,0
 Managing director Graham Turner said Flight Centre made 8 per cent profit first half started second half strongly especially Australian UK non-business travel ,0
" &quot; Year-to-date , 10 countries profitable several track record full-year earnings interest tax contributions , &quot; said ",0
" This includes Australia United Kingdom , typically largest profit generators ",0
 In Australia leisure business rebounded second half offset slightly weaker domestic corporate travel market ,0
" Similarly UK , Flight Centre &apos;s leisure business performed well corporate clients spending less ",0
 Its US business recovered losses seasonally weaker first half expected deliver third consecutive full year profit ,0
 Flight Centre shares 3c $ 38,0
20 yesterday ,0
" The government Jerusalem fails confirm attack Syrian airforce base On Thursday , American government official , wished remain anonymous , made statement American news broadcaster CNN , stating Israeli fighter planes attacked airforce base Syrian town Latakia day ",0
" The target &quot; missiles related equipment &quot; , Israeli government feared intended Lebanese Hezbollah , according CNN ",0
" The Syrian Lebanese media , well Arabic broadcaster Al-Arabiya , previously reported base port town Latakia fired upon night Wednesday Thursday , Israelis identified responsible party ",0
" Israeli television broadcaster Channel 2 showed satellite images base Latakia , Russian S-125 Newa-type defence missiles battery SA-3 missiles could seen , according Channel 2 range 35 kilometres transport warheads weighing 70 kilograms ",0
" Unsure , government Jerusalem officially confirmed attack ",0
" However , press agency Reuters also quoted anonymous Israeli government official saying believed Israel carried attack , sure ",0
" In case , spokesperson Israeli Ministry Defence said: &quot; We commenting reports &quot; ",0
" Journalist Ron Ben-Yishai , writing daily newspaper Yedioth Ahronoth , emphasised Syrian regime already previously attempted , cases successfully , deliver ground air missiles Hezbollah ",0
" The Israeli government previously repeatedly warned attempt Syria supply Hezbollah chemical dangerous weapons would crossing &quot; red line &quot; , would result military response ",0
" Mother buried shallow forest grave pension stolen When elderly mother died , man Wolfsburg devised plan ",0
 He buried deceased forest - continued collect pension care allowance ,0
" According police investigations , 67-year-old Wolfsburg resident buried dead mother woods order might continue collect pension care allowance ",0
 He first covered death 89-year-old pocketed money year half ,0
" The 67-year-old must face charges fraud , said spokesperson Friday ",0
" According statement , man hid woman forest near Helmstedt ",0
 The man already suspicion back May: At time fact medications care-reliant mother longer required drew suspicion ,0
 The pensioner told investigators mother travelled Spain ,0
 The officials found strange continued investigate ,0
 It discovered mother son lived residence 15 years cared final days ,0
 The 67-year-old finally acknowledged death mother ,0
" According police , autopsy showed evidence capital offence ",0
" NSA siphons data Google Yahoo - Snowden wants help Secret Service whistleblower , Edward Snowden , fundamental interest helping Germany clarify increasingly explosive NSA espionage scandal ",0
 According Green Party MP ,0
" Hans-Christian Ströbele , surprising meeting Snowden Russia addressed conditions former Secret Service employee would make statement German District Attorney investigation committee ",0
" Snowden referred complex legal situation , Ströbele said ARD &apos;s &quot; Panorama &quot; programme ",0
 Unknown attackers injure girl shots fired car Unknown attackers injured twelve-year-old girl Saxony-Anhalt firing shots car ,0
" The assailants fired group children Thursday evening Genthin , presumably air gun ",0
 This announced police Burg ,0
 The girl suffered minor injury left calf ,0
 Rescue workers took girl hospital ,0
" The shots came small car , drove past group six children suddenly stopped ",0
 Witnesses saw two people sitting car ,0
 The assailants also fired shots bus stop ,0
 A pane glass shattered ,0
 They drove away ,0
" The Criminal Investigation Department investigating matter , stated Friday ",0
 Hoarding Bechtle plot painted A group belonging &quot; Schweizer Wiese &quot; citizen &apos;s initiative given hoarding Bechtle plot spa promenade Bad Herrenalb face-lift ,0
" In addition , cleaned widened footpath , press release announced ",0
" The planned covering dilapidated house rear plot permitted safety reasons , premises risk collapsing ",0
" Alfred Abel , currently manages site , arranged &apos; face-lift &apos; cooperation colleague , Reinhard Domke , citizen &apos;s initiative ",0
" Before citizen &apos;s initiative project , banner message &quot; We favour &quot; put ",0
" However , little distract 20 members citizen &apos;s initiative project ",0
" Their motto , large billboard stated &quot; We unfinished buildings &quot; ",0
 In wanted point danger even bigger ruins Schweizer Wiese - huge project one day fail ,0
" Chatting many people passing &quot; construction site &quot; , became clear many citizens believe execution project would make things much better town , although many questions citizen &apos;s initiative regarding scale planned project ",0
" However , beginning resign town continues stall providing answers , said statement citizen &apos;s initiative ",0
 We told public statements made Mayor also impact ,0
" In May , meeting Town Council , said feared outcome spa population vote plans spa wellness complex Schweizer Wiese local referendum ",0
" Some appear utterly frightened , others perceive &quot; blatant attempt blackmail &quot; population , continued press release citizen &apos;s initiative ",0
 The citizen &apos;s initiative thanked donated paint lent hand ,0
 On happiness dreaming camels Happiness oasis dreaming camels manage reach It piece Bedouin wisdom first ever chairman Wolfgang Henne described history fascination behind &quot; Helping Hands &quot; society ,0
" Saturday evening saw celebration tenth birthday organisation , already look back impressive results ",0
 Founding Chairman Henne reported depth work organisation ,0
" In 2004 , visited Cheijk-Zajed Hospital Nouakchott Mauritania first time ",0
" As result , important collaboration developed gynaecologist , Hanne , performed countless operations several journeys location ",0
" During speech , images trips shown large screen , order give guests anniversary event insight initiatives mentioned ",0
 The organisation &apos;s desert vehicle also shown ,0
 It former federal border protection vehicle ,0
" Rainer Prewo , former Lord Mayor Nagold , made suggestion equipping vehicle photovoltaic system , according Henne , planning assume advisory role within organisation ",0
" In 2008 , Schleeh carpentry company Baiersbronn built hospital station Socogim , poor district edge Capital , record time less one week - free charge ",0
 Henne also mentioned new mother child hospital Nouakchott This particularly interesting time Nagold set away maternity clinic ,0
" You learn great deal working doctor Africa , said Henne , example slow avoid burn-out ",0
" Due political unrest country , possible make many journeys planned , reason , many local doctors come Germany , sit lectures variety topics ",0
" In addition , containers materials regularly sent Africa , example March year medical devices , medicines , bandaging material , hospital beds spectacles sent ",0
" Co-initiator Hans-Joachim Fuchtel provided plenty local colour , telling Mercedes vehicles Mauritania converted mobile goat stalls sharing experiences Stammheim musicians , traditionally support organisation trips Mauritania ",0
 He identified personal motivation work area auditing young member parliament ,0
" When became clear much money wasted , decided help Africans controlling budget people ",0
 Fuchtel also emphasised global economy requires global human kindness ,0
 The fact Africa lies closer many think means forgotten ,0
 Africa far Gran Canaria ,0
 Scientists shed light movements dog &apos;s tail linked mood ,0
" Earlier research revealed happy dogs wag tails right (from dog &apos;s point view), nervous dogs left-dominated swish ",0
 But scientists say fellow canines spot respond subtle tail differences ,0
" Prof Georgio Vallortigara , neuroscientist University Trento , said: &quot; It well known humans left right side brain differently involved stimuli invokes positive negative emotions ",0
 &quot; Here attempted look species ,0
" He added humans , dogs right side brain responsible left-handed movement vice versa , two hemispheres played different roles emotions ",0
" To find dogs react lop-sided tail wags dogs , researchers monitored animals watched films dogs ",0
 They measured pets &apos; heart rates analysed behaviour ,0
" It probably long understand tails sometimes go one way , sometimes Prof Vallortigara said: &quot; We presented dogs movies dogs - either naturalistic version silhouette get rid confounding issues , could doctor movement tail present tail left right ",0
" &quot; When animals saw otherwise expressionless dog move tail right (from tail-wagging dog &apos;s point view), stayed perfectly relaxed ",0
" But spotted tail veer predominantly left (again tail-swishing dog &apos;s point view), heart rates picked looked anxious ",0
 Prof Vallortigara said &apos;t think dogs intentionally communicating movements ,0
" Instead , believes dogs learned experience moves &apos;t feel worried ",0
" He said: &quot; If several meetings dogs , frequently tail wagging one way associated friendly behaviour , right side producing less friendly behaviour , respond basis experience ",0
" &quot; The researchers say findings could give owners , vets trainers better insight animal &apos;s emotions ",0
" Dog behaviour expert John Bradshaw , visiting fellow University Bristol &apos;s school veterinary science , said first study examine whether left right important canines ",0
 Last year team University Lincoln found dogs turn heads left looking aggressive dog right looking happy dog ,0
" And another research paper University Victoria Canada , said: &quot; Dogs likely approach robot dog &apos; tail &apos; made wag left rather right , rather becoming anxious - opposite way around Italian study ",0
 &quot; He said differences could dogs different studies fully interpreting animals films robo-dogs canines ,0
" A study dogs responded real dogs could help , explained ",0
" &quot; While considerable evidence many different mammals two sides brain used different purposes , much detail still hammered - dogs exception , &quot; said ",0
" However , given ease behaviour recorded , probably long understand tails sometimes go one way , sometimes ",0
 The USA still want prosecute Snowden The USA changed position regarding former US Secret Service employee Edward Snowden ,0
 He still accused passing secret information without authorisation ,0
" He must therefore face criminal proceedings USA , said spokesperson US Foreign Office , Jennifer Psaki , Washington ",0
 Even recent statements Snowden change fact ,0
" Following recent meeting Snowden Moscow , German Green Party politician Hans-Christian Ströbele appealed USA continue threaten prosecution ",0
" Psaki emphasised Ströbele &apos;s comments views parliamentarian , German government member ",0
 Bird airlifted safety North Sea rig released back wild A bird airlifted ashore found exhausted North Sea oil rig released back wild ,0
 The water rail put helicopter Aberdeen last month nursed back health Scottish SPCA rescue centre Alloa ,0
 Centre manager Colin Seddon said: &quot; This water rail likely winter migrant Northern Europe got caught strong winds North Sea ,0
 &quot; It seems bird became exhausted managed find refuge oil rig ,0
 He added: &quot; It unable fly contacted help ,0
 &quot; The water rail fit well time released ,0
 Königsfeld: Small team gives spirited performance The voluntary fire service bravely came main autumn test run spite lack personnel ,0
 Only eleven men took part exercise ,0
" For training exercise , department commander , Hans Kammerer , chose Feder premises Burgberger Strasse ",0
 A short-circuit reported occurred sawing ,0
" Two people injured resulting fire spread smoke , however , one able make emergency call ",0
 Two fire fighters equipped respiratory gear prepared enter building following initial inspection situation Hans Kammerer ,0
 After short time managed find first person direct building ,0
 The second person carried ,0
 This simple also negotiate narrow stairwell ,0
" The building , workshop integrated stabling two horses , easy secure ",0
 There large quantities wood bales straw stored inside ,0
" In addition , also electrical machines wood processing ",0
 The first attempt extinguish fire made using tank fire engine ,0
 Another line taken surface hydrant around 100 metres away ,0
 Only three attempts could made extinguish blaze ,0
 A hollow-stream nozzle building also used ,0
" For Hans Kammerer , exercise also chance show achieved available staff ",0
" In case emergency , support provided Königsfeld daytime task force ",0
 The Commander expressed satisfaction following exercise ,0
" Trekking mud , rivers jungle provide free medical care Dr",0
" Georges Bwelle bringing free health care rural villages Cameroon Bwelle team spend almost every weekend seeing hundreds patients There &apos;t many doctors west African country; one every 5,000 people Cast vote mobile device Dr",0
 Georges Bwelle one top 10 CNN Heroes 2013 ,0
" You vote , top 10 Heroes , CNN Hero Year ",0
" That person receive $ 250,000 continue extraordinary work ",0
" For 21 years , Georges Bwelle watched ill father slip consciousness , traveling hospitals &apos;t equipped help ",0
" Jamef Bwelle injured 1981 car accident near Yaounde , Cameroon &apos;s capital ",0
" He suffered broken arm first , infection developed spread brain , creating hematoma would affect rest life ",0
" &quot; There neurosurgeons Cameroon , &quot; Georges Bwelle said ",0
 We would taken Cameroon money ,0
" Instead , Bwelle spent years escorting father overcrowded clinics hospitals , getting whatever treatment could get ",0
" &quot; It &apos;s easy , &quot; Bwelle said ",0
 You leave home 5 a,0
m,0
" , running hospital first , first ",0
 There lot patients ,0
 Some people die waiting ,0
 The situation &apos;t changed much since Bwelle &apos;s father passed away 2002 ,0
" In Cameroon , one doctor every 5,000 people , according World Health Organization ",0
" For comparison &apos;s sake , ratio United States one doctor every 413 people ",0
" And even could see physician , many Cameroonians &apos;t afford ",0
" Two five people country live poverty line , nearly three-quarters country &apos;s health-care spending private ",0
" &quot; The problem poverty , &quot; Bwelle said ",0
" And poverty , cannot enjoy life ",0
" Seeing father many countrymen suffer , Bwelle determined something ",0
 Dr,0
